timestamp,elapsed_time,ball_x,ball_y,target_x,target_y,error_x,error_y,error_magnitude,controller_rx,controller_ry,tilt_magnitude,loop_time_ms
18:49:20.813,0.014,-8.676,-1.450,0.000,0.000,-8.676,-1.450,8.796,-0.827,0.648,1.050,
18:49:20.834,0.034,-8.699,-0.907,0.000,0.000,-8.699,-0.907,8.746,-0.227,0.659,0.697,
18:49:20.854,0.055,-8.705,-1.450,0.000,0.000,-8.705,-1.450,8.825,-0.535,0.658,0.848,
18:49:20.875,0.075,-8.705,-0.918,0.000,0.000,-8.705,-0.918,8.753,-0.015,0.655,0.655,
18:49:20.895,0.096,-8.703,-0.502,0.000,0.000,-8.703,-0.502,8.717,0.258,0.653,0.702,
18:49:20.916,0.116,-7.940,-0.206,0.000,0.000,-7.940,-0.206,7.943,0.359,0.113,0.376,
18:49:20.937,0.137,-8.148,-0.019,0.000,0.000,-8.148,-0.019,8.148,0.354,0.439,0.564,
18:49:20.957,0.157,-8.346,0.081,0.000,0.000,-8.346,0.081,8.346,0.295,0.643,0.707,
18:49:20.977,0.178,-8.505,0.120,0.000,0.000,-8.505,0.120,8.506,0.217,0.751,0.781,
18:49:21.001,0.202,-8.619,0.121,0.000,0.000,-8.619,0.121,8.620,0.141,0.791,0.803,
18:49:21.018,0.218,-8.692,0.102,0.000,0.000,-8.692,0.102,8.692,0.080,0.790,0.794,
18:49:21.038,0.239,-8.730,-0.804,0.000,0.000,-8.730,-0.804,8.767,-0.587,0.767,0.966,
18:49:21.058,0.259,-8.746,-0.588,0.000,0.000,-8.746,-0.588,8.765,-0.242,0.738,0.776,
18:49:21.079,0.279,-8.746,-1.260,0.000,0.000,-8.746,-1.260,8.837,-0.645,0.709,0.959,
18:49:21.099,0.300,-8.739,-1.730,0.000,0.000,-8.739,-1.730,8.909,-0.776,0.685,1.035,
18:49:21.120,0.320,-8.729,-2.018,0.000,0.000,-8.729,-2.018,8.960,-0.744,0.668,1.000,
18:49:21.140,0.340,-8.720,-2.167,0.000,0.000,-8.720,-2.167,8.985,-0.632,0.657,0.912,
18:49:21.160,0.361,-8.711,-2.218,0.000,0.000,-8.711,-2.218,8.989,-0.497,0.651,0.819,
18:49:21.181,0.381,-8.705,-2.212,0.000,0.000,-8.705,-2.212,8.982,-0.372,0.648,0.747,
18:49:21.201,0.401,-8.701,-2.176,0.000,0.000,-8.701,-2.176,8.969,-0.271,0.648,0.702,
18:49:21.221,0.422,-8.699,-1.251,0.000,0.000,-8.699,-1.251,8.789,0.422,0.649,0.774,
18:49:21.242,0.442,-8.698,-0.571,0.000,0.000,-8.698,-0.571,8.717,0.715,0.650,0.966,
18:49:21.262,0.463,-8.698,-0.126,0.000,0.000,-8.698,-0.126,8.699,0.752,0.651,0.995,
18:49:21.283,0.484,-8.698,0.126,0.000,0.000,-8.698,0.126,8.699,0.651,0.653,0.922,
18:49:21.303,0.504,-8.699,0.236,0.000,0.000,-8.699,0.236,8.702,0.495,0.654,0.820,
18:49:21.324,0.524,-8.699,0.256,0.000,0.000,-8.699,0.256,8.703,0.334,0.654,0.734,
18:49:21.344,0.545,-8.700,0.225,0.000,0.000,-8.700,0.225,8.702,0.197,0.654,0.684,
18:49:21.364,0.565,-8.700,1.052,0.000,0.000,-8.700,1.052,8.763,0.716,0.655,0.970,
18:49:21.385,0.585,-8.700,1.635,0.000,0.000,-8.700,1.635,8.852,0.895,0.655,1.109,
18:49:21.405,0.605,-8.700,1.997,0.000,0.000,-8.700,1.997,8.927,0.869,0.655,1.088,
18:49:21.427,0.627,-8.700,2.188,0.000,0.000,-8.700,2.188,8.971,0.741,0.655,0.989,
18:49:21.448,0.648,-8.700,2.258,0.000,0.000,-8.700,2.258,8.989,0.580,0.655,0.874,
18:49:21.469,0.669,-8.700,2.254,0.000,0.000,-8.700,2.254,8.988,0.427,0.654,0.782,
18:49:21.489,0.689,-8.700,2.213,0.000,0.000,-8.700,2.213,8.977,0.304,0.654,0.722,
18:49:21.509,0.709,-8.700,2.159,0.000,0.000,-8.700,2.159,8.964,0.215,0.654,0.689,
18:49:21.532,0.733,-8.700,2.107,0.000,0.000,-8.700,2.107,8.952,0.159,0.654,0.673,
18:49:21.553,0.753,-8.700,1.185,0.000,0.000,-8.700,1.185,8.781,-0.493,0.654,0.819,
18:49:21.573,0.774,-8.602,0.908,0.000,0.000,-8.602,0.908,8.650,-0.476,0.585,0.754,
18:49:21.593,0.794,-8.676,0.284,0.000,0.000,-8.676,0.284,8.680,-0.698,0.649,0.953,
18:49:21.614,0.814,-8.699,-1.010,0.000,0.000,-8.699,-1.010,8.757,-1.298,0.660,1.456,
18:49:21.635,0.836,-8.705,-1.771,0.000,0.000,-8.705,-1.771,8.883,-1.381,0.659,1.530,
