timestamp,elapsed_time,ball_x,ball_y,ball_detected,kalman_x,kalman_y,kalman_vx,kalman_vy,platform_rx,platform_ry,target_x,target_y,error_x,error_y,error_magnitude,controller_rx,controller_ry,tilt_magnitude,loop_time_ms
17:53:24.673,0.013,1.766,6.115,True,1.540,4.309,-2.936,-0.444,0.630,0.104,0.000,0.000,1.766,6.115,6.365,0.413,-0.025,0.414,0.796
17:53:24.696,0.036,1.766,4.077,True,1.547,4.248,-2.552,-1.634,0.602,0.043,0.000,0.000,1.766,4.077,4.443,0.355,-0.043,0.357,0.666
17:53:24.716,0.056,1.766,2.038,True,1.559,3.710,-2.227,-5.688,0.371,0.135,0.000,0.000,1.766,2.038,2.697,0.121,-0.058,0.134,0.768
17:53:24.736,0.076,1.766,4.077,True,1.573,3.708,-1.962,-5.202,0.384,0.008,0.000,0.000,1.766,4.077,4.443,0.142,-0.071,0.159,0.505
17:53:24.757,0.097,1.766,4.077,True,1.587,3.714,-1.754,-4.772,0.335,-0.041,0.000,0.000,1.766,4.077,4.443,0.162,-0.082,0.182,0.746
17:53:24.778,0.117,1.766,2.038,True,1.602,3.251,-1.596,-7.518,0.129,-0.024,0.000,0.000,1.766,2.038,2.697,-0.006,-0.090,0.091,0.910
17:53:24.799,0.139,1.766,4.077,True,1.616,3.328,-1.483,-6.015,0.195,-0.058,0.000,0.000,1.766,4.077,4.443,0.068,-0.097,0.118,0.886
17:53:24.820,0.160,-1.766,6.115,True,0.807,3.883,-6.800,-1.714,0.419,0.242,0.000,0.000,-1.766,6.115,6.365,0.314,0.220,0.384,0.789
17:53:24.841,0.180,-1.766,4.077,True,0.105,3.902,-10.070,-2.011,0.379,0.401,0.000,0.000,-1.766,4.077,4.443,0.303,0.435,0.530,0.802
17:53:24.861,0.201,-1.766,4.077,True,-0.484,3.912,-11.726,-2.305,0.362,0.560,0.000,0.000,-1.766,4.077,4.443,0.291,0.568,0.638,0.480
17:53:24.881,0.221,-1.766,2.038,True,-0.962,3.441,-12.159,-5.693,0.190,0.735,0.000,0.000,-1.766,2.038,2.697,0.094,0.635,0.642,0.723
17:53:24.902,0.242,-1.766,4.077,True,-1.335,3.501,-11.711,-4.741,0.343,0.727,0.000,0.000,-1.766,4.077,4.443,0.142,0.652,0.668,0.739
17:53:24.924,0.263,-1.766,2.038,True,-1.615,3.089,-10.670,-7.122,0.162,0.719,0.000,0.000,-1.766,2.038,2.697,-0.005,0.634,0.634,0.745
17:53:24.944,0.284,-1.766,2.038,True,-1.814,2.735,-9.271,-8.499,-0.065,0.647,0.000,0.000,-1.766,2.038,2.697,-0.101,0.593,0.601,0.673
17:53:24.964,0.304,-1.766,4.077,True,-1.945,2.917,-7.696,-5.982,0.090,0.601,0.000,0.000,-1.766,4.077,4.443,0.028,0.536,0.537,0.690
17:53:24.984,0.324,-1.766,4.077,True,-2.022,3.094,-6.086,-4.086,0.120,0.630,0.000,0.000,-1.766,4.077,4.443,0.130,0.472,0.490,0.688
17:53:25.005,0.345,-1.766,2.038,True,-2.056,2.786,-4.539,-5.841,0.036,0.505,0.000,0.000,-1.766,2.038,2.697,0.022,0.407,0.408,0.722
17:53:25.028,0.368,-1.766,2.038,True,-2.058,2.523,-3.120,-6.849,0.008,0.390,0.000,0.000,-1.766,2.038,2.697,-0.050,0.345,0.348,0.617
17:53:25.048,0.388,-1.766,4.077,True,-2.038,2.779,-1.870,-4.165,0.175,0.411,0.000,0.000,-1.766,4.077,4.443,0.095,0.288,0.303,0.716
17:53:25.068,0.408,-1.766,4.077,True,-2.004,3.016,-0.806,-2.250,0.309,0.378,0.000,0.000,-1.766,4.077,4.443,0.204,0.237,0.312,0.433
17:53:25.089,0.429,-1.766,2.038,True,-1.961,2.755,0.068,-4.093,0.251,0.562,0.000,0.000,-1.766,2.038,2.697,0.096,0.194,0.216,0.763
17:53:25.109,0.449,-1.766,0.000,True,-1.914,2.052,0.762,-8.371,-0.192,0.422,0.000,0.000,-1.766,0.000,1.766,-0.164,0.159,0.228,0.654
17:53:25.129,0.469,-1.766,2.038,True,-1.868,1.920,1.292,-7.799,-0.451,0.362,0.000,0.000,-1.766,2.038,2.697,-0.152,0.131,0.200,0.623
17:53:25.149,0.489,-1.766,0.000,True,-1.825,1.354,1.677,-10.180,-0.721,0.335,0.000,0.000,-1.766,0.000,1.766,-0.314,0.109,0.333,0.391
17:53:25.169,0.509,-1.766,0.000,True,-1.785,0.883,1.940,-11.292,-0.840,0.368,0.000,0.000,-1.766,0.000,1.766,-0.411,0.094,0.421,0.681
17:53:25.190,0.530,-1.766,2.038,True,-1.751,0.978,2.102,-8.339,-0.967,0.801,0.000,0.000,-1.766,2.038,2.697,-0.271,0.083,0.283,0.755
