timestamp,elapsed_time,ball_x,ball_y,ball_detected,kalman_x,kalman_y,kalman_vx,kalman_vy,platform_rx,platform_ry,target_x,target_y,error_x,error_y,error_magnitude,controller_rx,controller_ry,tilt_magnitude,loop_time_ms
17:50:57.712,0.006,-1.766,8.154,True,-1.275,7.282,-0.706,-1.137,0.485,0.615,0.000,0.000,-1.766,8.154,8.343,0.682,0.159,0.700,0.813
17:50:57.732,0.027,-1.766,6.115,True,-1.400,6.994,-1.107,-4.285,0.460,0.686,0.000,0.000,-1.766,6.115,6.365,0.513,0.190,0.547,0.798
17:50:57.753,0.047,0.000,8.154,True,-1.092,7.197,1.454,-3.437,0.679,0.551,0.000,0.000,0.000,8.154,8.154,0.571,0.045,0.573,0.754
17:50:57.773,0.067,-1.766,8.154,True,-1.226,7.367,0.473,-3.045,0.845,0.465,0.000,0.000,-1.766,8.154,8.343,0.606,0.102,0.614,0.627
17:50:57.794,0.088,-1.766,8.154,True,-1.344,7.503,-0.156,-2.995,0.906,0.330,0.000,0.000,-1.766,8.154,8.343,0.622,0.142,0.638,0.664
17:50:57.814,0.108,-1.766,10.192,True,-1.444,8.082,-0.503,-0.073,1.063,0.475,0.000,0.000,-1.766,10.192,10.344,0.809,0.167,0.826,0.399
17:50:57.835,0.129,-1.766,6.115,True,-1.527,7.624,-0.635,-4.736,0.834,0.485,0.000,0.000,-1.766,6.115,6.365,0.557,0.182,0.585,0.818
17:50:57.855,0.149,-1.766,6.115,True,-1.592,7.201,-0.607,-8.039,0.729,0.392,0.000,0.000,-1.766,6.115,6.365,0.368,0.187,0.413,0.740
17:50:57.876,0.170,-1.766,6.115,True,-1.642,6.825,-0.470,-10.207,0.630,0.338,0.000,0.000,-1.766,6.115,6.365,0.234,0.186,0.299,1.051
17:50:57.896,0.190,0.000,6.115,True,-1.268,6.504,2.433,-11.460,0.458,0.235,0.000,0.000,0.000,6.115,6.115,0.147,0.020,0.148,0.787
17:50:57.917,0.211,-1.766,6.115,True,-1.346,6.237,1.639,-12.004,0.472,0.277,0.000,0.000,-1.766,6.115,6.365,0.096,0.063,0.114,0.823
17:50:57.937,0.231,0.000,6.115,True,-1.008,6.025,3.773,-12.020,0.547,0.266,0.000,0.000,0.000,6.115,6.115,0.074,-0.066,0.099,0.831
17:50:57.957,0.251,0.000,8.154,True,-0.716,6.335,5.062,-8.553,0.649,0.125,0.000,0.000,0.000,8.154,8.154,0.258,-0.152,0.300,0.400
17:50:57.977,0.272,0.000,8.154,True,-0.615,6.164,4.750,-9.083,0.922,-0.059,0.000,0.000,0.000,8.154,8.154,0.218,-0.148,0.263,0.749
17:50:57.998,0.292,0.000,2.038,True,-0.373,4.870,5.383,-16.644,0.412,-0.156,0.000,0.000,0.000,2.038,2.038,-0.247,-0.201,0.318,0.709
17:50:58.020,0.315,-1.766,8.154,True,-0.666,5.502,2.444,-10.046,0.723,0.072,0.000,0.000,-1.766,8.154,8.343,0.108,-0.041,0.116,0.787
17:50:58.041,0.335,-1.766,6.115,True,-0.911,5.510,0.512,-8.960,0.744,0.300,0.000,0.000,-1.766,6.115,6.365,0.157,0.069,0.172,0.692
17:50:58.061,0.355,-1.766,8.154,True,-1.115,6.030,-0.697,-4.875,0.973,0.379,0.000,0.000,-1.766,8.154,8.343,0.390,0.143,0.416,0.457
17:50:58.082,0.376,-1.766,10.192,True,-1.283,6.964,-1.381,0.860,1.172,0.263,0.000,0.000,-1.766,10.192,10.344,0.738,0.190,0.762,0.830
17:50:58.102,0.397,-1.766,8.154,True,-1.419,7.261,-1.683,1.128,1.120,0.285,0.000,0.000,-1.766,8.154,8.343,0.780,0.217,0.809,0.670
17:50:58.125,0.419,0.000,8.154,True,-1.110,7.488,0.966,0.846,1.138,0.212,0.000,0.000,0.000,8.154,8.154,0.790,0.069,0.793,0.717
17:50:58.146,0.440,-1.766,6.115,True,-1.249,7.180,0.085,-2.884,0.952,0.124,0.000,0.000,-1.766,6.115,6.365,0.594,0.122,0.606,0.718
17:50:58.166,0.460,-1.766,6.115,True,-1.368,6.888,-0.452,-5.633,0.752,0.096,0.000,0.000,-1.766,6.115,6.365,0.443,0.158,0.470,0.475
17:50:58.186,0.480,-1.766,8.154,True,-1.468,7.096,-0.720,-4.445,0.796,0.121,0.000,0.000,-1.766,8.154,8.343,0.516,0.179,0.547,0.745
17:50:58.206,0.500,-1.766,6.115,True,-1.548,6.800,-0.784,-6.865,0.646,0.165,0.000,0.000,-1.766,6.115,6.365,0.380,0.190,0.425,0.400
17:50:58.226,0.521,-1.766,8.154,True,-1.611,7.009,-0.702,-5.367,0.729,0.122,0.000,0.000,-1.766,8.154,8.343,0.467,0.193,0.505,0.557
17:50:58.247,0.541,-1.766,6.115,True,-1.657,6.719,-0.521,-7.529,0.618,0.119,0.000,0.000,-1.766,6.115,6.365,0.342,0.190,0.391,0.758
17:50:58.267,0.561,-1.766,8.154,True,-1.691,6.937,-0.282,-5.804,0.706,0.115,0.000,0.000,-1.766,8.154,8.343,0.440,0.182,0.477,0.733
17:50:58.288,0.582,-1.766,6.115,True,-1.712,6.657,-0.013,-7.789,0.579,0.076,0.000,0.000,-1.766,6.115,6.365,0.324,0.173,0.367,0.425
17:50:58.308,0.603,-3.532,8.154,True,-2.136,6.885,-2.444,-5.924,0.669,0.235,0.000,0.000,-3.532,8.154,8.886,0.430,0.323,0.538,0.575
17:50:58.329,0.623,-3.532,6.115,True,-2.498,6.615,-3.843,-7.805,0.545,0.335,0.000,0.000,-3.532,6.115,7.062,0.319,0.421,0.529,0.382
17:50:58.349,0.643,-3.532,6.115,True,-2.797,6.379,-4.443,-8.988,0.438,0.378,0.000,0.000,-3.532,6.115,7.062,0.243,0.478,0.536,0.500
17:50:58.370,0.664,-3.532,6.115,True,-3.036,6.180,-4.449,-9.616,0.366,0.269,0.000,0.000,-3.532,6.115,7.062,0.196,0.502,0.539,0.885
17:50:58.390,0.684,-3.532,8.154,True,-3.220,6.491,-4.039,-6.705,0.737,0.260,0.000,0.000,-3.532,8.154,8.886,0.356,0.502,0.615,0.673
17:50:58.411,0.705,-3.532,8.154,True,-3.354,6.775,-3.361,-4.689,0.880,0.338,0.000,0.000,-3.532,8.154,8.886,0.473,0.486,0.678,0.771
17:50:58.433,0.727,-3.532,6.115,True,-3.447,6.550,-2.531,-6.526,0.882,0.284,0.000,0.000,-3.532,6.115,7.062,0.369,0.458,0.589,0.433
17:50:58.453,0.747,-3.532,8.154,True,-3.506,6.822,-1.641,-4.635,1.047,0.282,0.000,0.000,-3.532,8.154,8.886,0.481,0.425,0.641,0.444
17:50:58.473,0.768,-3.532,6.115,True,-3.537,6.587,-0.757,-6.560,0.870,0.221,0.000,0.000,-3.532,6.115,7.062,0.372,0.389,0.538,0.445
17:50:58.494,0.788,-3.532,8.154,True,-3.547,6.850,0.073,-4.730,1.019,0.263,0.000,0.000,-3.532,8.154,8.886,0.479,0.353,0.595,0.794
17:50:58.514,0.808,-3.532,8.154,True,-3.543,7.081,0.820,-3.579,1.060,0.168,0.000,0.000,-3.532,8.154,8.886,0.553,0.320,0.639,0.439
17:50:58.535,0.829,-3.532,8.154,True,-3.527,7.275,1.469,-2.967,1.056,0.172,0.000,0.000,-3.532,8.154,8.886,0.600,0.290,0.666,0.726
17:50:58.556,0.850,-3.532,8.154,True,-3.506,7.434,2.012,-2.767,1.091,0.143,0.000,0.000,-3.532,8.154,8.886,0.625,0.263,0.678,0.486
17:50:58.576,0.871,-3.532,8.154,True,-3.481,7.559,2.452,-2.866,1.124,0.130,0.000,0.000,-3.532,8.154,8.886,0.633,0.241,0.677,1.055
17:50:58.597,0.891,-5.297,10.192,True,-3.865,8.126,0.099,-0.057,1.308,0.285,0.000,0.000,-5.297,10.192,11.487,0.814,0.384,0.900,0.771
17:50:58.617,0.911,-3.532,10.192,True,-3.786,8.606,1.395,1.427,1.394,0.233,0.000,0.000,-3.532,10.192,10.787,0.928,0.319,0.981,0.694
17:50:58.637,0.931,-3.532,8.154,True,-3.706,8.523,2.396,-1.213,1.234,0.181,0.000,0.000,-3.532,8.154,8.886,0.803,0.266,0.846,0.820
17:50:58.658,0.952,-3.532,8.154,True,-3.628,8.418,3.136,-3.388,1.081,0.144,0.000,0.000,-3.532,8.154,8.886,0.696,0.226,0.732,0.546
17:50:58.678,0.972,-3.532,8.154,True,-3.558,8.305,3.652,-5.119,0.988,0.099,0.000,0.000,-3.532,8.154,8.886,0.608,0.196,0.639,0.706
17:50:58.698,0.993,-7.063,0.000,True,-4.316,6.297,-1.410,-18.895,0.165,0.398,0.000,0.000,-7.063,0.000,7.063,-0.203,0.496,0.536,0.682
17:50:58.719,1.013,-3.532,8.154,True,-4.156,6.438,0.851,-15.064,0.335,0.248,0.000,0.000,-3.532,8.154,8.886,-0.020,0.380,0.380,0.544
17:50:58.739,1.033,-3.532,8.154,True,-3.998,6.605,2.558,-11.943,0.704,0.092,0.000,0.000,-3.532,8.154,8.886,0.135,0.289,0.319,0.514
17:50:58.762,1.056,-3.532,8.154,True,-3.850,6.782,3.784,-9.492,0.968,-0.170,0.000,0.000,-3.532,8.154,8.886,0.262,0.219,0.341,0.791
17:50:58.782,1.076,-3.532,8.154,True,-3.718,6.955,4.606,-7.644,1.004,0.028,0.000,0.000,-3.532,8.154,8.886,0.361,0.170,0.399,0.565
17:50:58.802,1.096,-3.532,8.154,True,-3.604,7.116,5.099,-6.321,0.845,-0.026,0.000,0.000,-3.532,8.154,8.886,0.435,0.137,0.456,0.689
17:50:58.822,1.117,-3.532,8.154,True,-3.509,7.260,5.334,-5.438,0.988,-0.170,0.000,0.000,-3.532,8.154,8.886,0.489,0.117,0.503,0.653
17:50:58.843,1.137,-3.532,6.115,True,-3.432,6.911,5.376,-8.024,0.815,-0.241,0.000,0.000,-3.532,6.115,7.062,0.339,0.107,0.356,0.609
17:50:58.863,1.157,-3.532,6.115,True,-3.373,6.603,5.280,-9.691,0.641,-0.213,0.000,0.000,-3.532,6.115,7.062,0.235,0.105,0.257,0.616
17:50:58.883,1.177,-3.532,8.154,True,-3.329,6.814,5.093,-7.509,0.761,-0.250,0.000,0.000,-3.532,8.154,8.886,0.353,0.109,0.369,0.778
