-1.375708383672939183e-01,-1.272276672347840976e-01,1.091909243632220063e-02
-1.560197380104959286e-01,-1.426606257300089553e-01,1.415195978806082881e-02
-3.533688372320538396e-02,6.038773826626973179e-02,-8.732580079398222683e-06
-2.590253288845834403e-02,-3.876737479170377920e-01,5.026100785971374801e-02
-1.088657284098988764e+00,6.196618971030904560e-02,-2.943099494048672771e+00
-6.428262502924593502e-02,4.800894722569938773e-03,-4.246042003977952561e-02
-4.327175715380853632e-02,-3.854631000550889364e-01,-3.810344142052449895e-02
1.874386957092165351e-02,-4.972649143829909746e-01,2.769394136004136881e-03
7.746406763979016841e-01,-7.057114044243684159e-02,2.971728710614601088e+00
-6.755786631987229507e-01,2.755159205143760670e-01,-5.173764737274254288e-02
-6.711868750793806848e-01,2.750254705579655568e-01,-5.045137459560055521e-02
-6.188363038239749203e-01,-2.921292094150400587e-01,1.031061238265791602e-01
7.334037030790921952e-01,-2.662690855675002299e-01,5.027516602029138970e-02
1.096002668475406019e-02,-7.676147004585062716e-02,-3.386494169176636898e-02
-1.476310300922390080e-02,6.090511477692145403e-02,5.539147405270470302e-03
-9.702081343705074024e-02,9.746603972691902235e-03,4.545377627077498012e-02
4.465842545115805140e-01,-5.679848770719887474e-01,1.320376531881318691e-02
-1.289947973003658377e-01,-5.766560889831279235e-02,9.845517365092455730e-02
2.352518266747467002e-01,-2.632254045982151958e-01,-5.882632463213961771e-02
2.169609549237102586e-01,-2.672423206996588085e-01,-5.222811960329251657e-02
